part,op_index,op_name,gt_dia,kind,open_sides,fillet_radius,depth,area,w,l,det_idx,matched_by,max_inscribed,hull_ratio
featured_part_04034,2,MILL_RECTANGULAR_POCKET,12.0,center,0,8.0,30.4,7106.83,78.1,91.7,0,poly,78.1,1.0
featured_part_04037,4,MILL_SLOT,6.0,edge,1,3.9,22.2,6241.52,69.5,89.9,0,poly,69.5,1.0
featured_part_04039,1,MILL_RECTANGULAR_POCKET,16.0,center,0,10.5,37.9,8762.56,69.4,144.4,0,poly,69.4,0.8827
featured_part_04039,2,MILL_RECTANGULAR_POCKET,16.0,center,0,11.1,37.9,4855.31,59.7,83.1,1,poly,59.7,1.0
featured_part_04040,4,MILL_OPEN_POCKET,20.0,slot,2,0.0,52.9,15584.5,35.5,439.0,0,poly,35.498,1.0
featured_part_04040,5,MILL_SLOT,6.0,edge,1,3.8,25.9,14786.97,90.7,163.1,2,poly,90.7,1.0
featured_part_04040,6,MILL_SLOT,12.0,edge,1,7.2,18.3,13186.24,80.1,164.9,3,poly,80.1,1.0
featured_part_04040,7,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,52.9,15584.5,35.5,439.0,0,poly,35.498,1.0
featured_part_04000,20,MILL_RECTANGULAR_SLOT,20.0,center,0,0.0,37.9,1630.4,27.6,104.6,0,poly,27.6,0.6523
featured_part_04001,7,MILL_RECTANGULAR_POCKET,20.0,center,0,10.4,37.9,7683.66,83.8,102.5,0,poly,83.8,0.9043
featured_part_04001,8,MILL_RECTANGULAR_POCKET,12.0,center,0,7.6,20.5,11556.67,77.2,156.2,1,poly,77.2,0.9623
featured_part_04002,7,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,12.1,37.9,5045.24,63.3,80.2,1,poly,63.3,1.0
featured_part_04002,8,MILL_RECTANGULAR_POCKET,12.0,center,0,6.2,37.9,15587.33,108.6,145.0,0,poly,108.6,0.9919
featured_part_04003,3,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,10.5,20.8,4830.03,44.9,108.1,0,poly,44.9,1.0
featured_part_04003,4,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,8.1,24.5,3472.99,31.8,136.2,1,poly,31.8,0.8045
featured_part_04003,5,MILL_RECTANGULAR_POCKET,10.0,center,0,6.2,37.9,844.09,13.9,63.1,2,near,13.9,1.0001
featured_part_04004,3,MILL_CORNER_NOTCH_RECTANGULAR,22.0,corner,2,11.3,17.8,3828.34,65.1,68.7,0,poly,65.1,0.8613
featured_part_04004,4,MILL_RECTANGULAR_POCKET,6.0,center,0,3.6,25.9,616.63,22.5,27.9,1,near,22.5,1.0
featured_part_04004,5,MILL_RECTANGULAR_POCKET,12.0,center,0,6.3,29.2,10793.61,59.2,182.9,2,poly,59.2,1.0
featured_part_04005,24,MILL_RECTANGULAR_POCKET,8.0,center,0,4.5,12.9,6866.36,68.7,100.2,1,poly,68.7,1.0
featured_part_04005,25,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,26.3,9426.39,22.7,420.9,0,poly,22.7,0.9866
featured_part_04006,16,MILL_OPEN_POCKET,6.0,center,0,3.7,16.901,9374.24,56.3,175.1,2,poly,56.3,0.9515
featured_part_04006,17,MILL_RECTANGULAR_POCKET,10.0,center,0,5.1,29.901,2092.06,31.7,66.7,1,near,31.7,1.0
featured_part_04006,18,MILL_SLOT,25.4,center,0,5.1,29.901,2092.06,31.7,66.7,1,near,31.7,1.0
featured_part_04006,19,MILL_RECTANGULAR_SLOT,25.4,center,0,0.0,12.501,12339.36,34.2,360.8,3,poly,34.198,1.0
featured_part_04007,6,MILL_CORNER_NOTCH_RECTANGULAR,10.0,corner,2,5.5,29.9,3197.89,59.1,64.1,1,poly,59.1,0.8456
featured_part_04007,7,MILL_RECTANGULAR_POCKET,20.0,center,0,13.5,37.9,10934.02,78.6,141.1,0,poly,78.6,1.0
featured_part_04007,8,MILL_RECTANGULAR_POCKET,50.0,edge,1,11.2,37.9,7815.96,72.2,109.0,3,near,72.2,1.0
featured_part_04007,9,MILL_SLOT,20.0,edge,1,11.2,37.9,7815.96,72.2,109.0,3,poly,72.2,1.0
featured_part_04063,2,MILL_SLOT,12.0,edge,1,7.2,37.9,12004.81,65.4,183.9,0,poly,65.4,1.0
featured_part_04064,10,MILL_SLOT,16.0,edge,1,12.6,37.9,10063.82,98.8,104.6,0,poly,98.8,0.9803
featured_part_04065,10,MILL_RECTANGULAR_POCKET,16.0,center,0,9.7,33.2,20927.33,119.5,175.8,1,poly,119.5,1.0
featured_part_04065,11,MILL_SLOT,16.0,edge,1,8.3,37.1,26837.11,130.5,208.5,0,poly,130.5,0.9874
featured_part_04066,3,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,14.2,37.9,4598.58,63.5,73.1,0,poly,63.5,1.0
featured_part_04067,3,MILL_RECTANGULAR_POCKET,20.0,center,0,12.2,26.5,13334.0,107.6,125.3,0,poly,107.6,0.9985
featured_part_04067,4,MILL_RECTANGULAR_POCKET,10.0,center,0,5.8,12.5,9941.56,71.1,146.8,2,poly,71.1,0.9551
featured_part_04067,5,MILL_SLOT,10.0,edge,1,5.4,29.9,6539.82,80.2,81.7,1,poly,80.2,1.0
featured_part_04068,4,MILL_RECTANGULAR_POCKET,22.0,center,0,11.7,16.8,17027.63,110.9,154.6,0,poly,110.9,1.0
featured_part_04070,4,MILL_SLOT,16.0,edge,1,9.4,37.9,12825.84,74.1,173.6,0,poly,74.1,1.0
featured_part_04072,9,MILL_CORNER_NOTCH_RECTANGULAR,10.0,corner,2,5.2,28.7,18620.08,120.4,154.7,0,poly,120.4,1.0
featured_part_04072,10,MILL_CORNER_NOTCH_RECTANGULAR,28.0,corner,2,14.4,7.2,10204.46,94.2,108.8,2,poly,94.2,1.0
featured_part_04072,11,MILL_RECTANGULAR_POCKET,28.0,center,0,14.8,21.2,18429.59,107.3,173.9,1,poly,107.3,0.9977
featured_part_04112,3,MILL_CORNER_NOTCH_RECTANGULAR,10.0,corner,2,5.2,18.3,4669.36,56.6,82.6,1,poly,56.6,1.0
featured_part_04112,4,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,37.9,7235.7,27.5,284.7,0,poly,27.5,0.9242
featured_part_04113,3,MILL_SLOT,20.0,edge,1,13.7,37.9,11792.6,77.4,153.4,0,poly,77.4,1.0
featured_part_04114,2,MILL_RECTANGULAR_SLOT,40.0,slot,2,0.0,58.6,18624.0,43.3,438.5,0,poly,43.298,0.9809
featured_part_04115,2,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,8.7,20.2,7812.08,75.2,104.1,0,poly,75.2,1.0
featured_part_04116,13,MILL_RECTANGULAR_SLOT,16.0,edge,1,0.0,37.9,1757.9,17.9,101.429,0,near,17.9,0.9849
featured_part_04116,14,MILL_RECTANGULAR_SLOT,16.0,edge,1,0.0,37.9,1757.9,17.9,101.429,0,near,17.9,0.9849
featured_part_04116,15,MILL_RECTANGULAR_SLOT,16.0,edge,1,0.0,37.9,1757.9,17.9,101.429,0,poly,17.9,0.9849
featured_part_04118,3,MILL_OPEN_POCKET,12.0,edge,1,6.5,37.9,8405.2,53.8,170.2,0,poly,53.8,0.9197
featured_part_04119,9,MILL_CORNER_NOTCH_RECTANGULAR,10.0,corner,2,5.7,29.9,8155.63,65.8,126.1,2,poly,65.8,0.9837
featured_part_04119,10,MILL_RECTANGULAR_POCKET,10.0,center,0,6.8,37.9,2485.41,44.3,57.0,1,near,44.3,1.0
featured_part_04119,11,MILL_RECTANGULAR_POCKET,10.0,center,0,6.8,37.9,2485.41,44.3,57.0,1,near,44.3,1.0
featured_part_04120,12,MILL_RECTANGULAR_POCKET,25.0,center,0,13.7,34.1,20877.18,124.4,169.7,0,poly,124.4,0.9966
featured_part_04073,1,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,14.4,30.7,6491.28,71.9,115.7,0,poly,71.9,0.7845
featured_part_04074,7,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,6.7,37.9,5390.66,72.1,74.9,2,poly,72.1,1.0
featured_part_04074,8,MILL_RECTANGULAR_POCKET,24.0,center,0,6.3,37.2,3112.92,46.9,67.1,1,near,46.9,1.0
featured_part_04074,9,MILL_RECTANGULAR_POCKET,12.0,center,0,6.3,37.2,3112.92,46.9,67.1,1,near,46.9,1.0
featured_part_04075,1,MILL_RECTANGULAR_POCKET,12.0,center,0,14.2,28.3,2618.01,49.4,56.5,2,near,49.4,1.0001
featured_part_04075,2,MILL_RECTANGULAR_POCKET,24.0,center,0,14.2,28.3,2618.01,49.4,56.5,2,near,49.4,1.0001
featured_part_04075,3,MILL_RECTANGULAR_SLOT,24.0,slot,2,0.0,13.7,9440.58,24.6,394.7,0,poly,24.6,0.9723
featured_part_04076,1,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,7.0,37.9,9189.73,67.5,136.3,0,poly,67.5,1.0
featured_part_04076,2,MILL_RECTANGULAR_POCKET,12.0,center,0,7.8,37.9,6768.09,62.4,109.3,1,poly,62.4,1.0
featured_part_04078,1,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,6.3,28.1,10543.98,93.8,112.5,0,poly,93.8,1.0
featured_part_04079,3,MILL_RECTANGULAR_POCKET,25.4,center,0,13.2,13.2,19337.87,128.8,151.3,0,poly,128.8,1.0
featured_part_04080,1,MILL_RECTANGULAR_POCKET,6.0,center,0,3.1,25.9,7555.61,63.1,126.6,0,poly,63.1,0.9468
featured_part_04081,11,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,6.3,37.9,4904.49,69.1,71.1,1,poly,69.1,1.0
featured_part_04081,12,MILL_RECTANGULAR_POCKET,6.0,center,0,3.9,25.9,8406.16,72.9,133.3,0,poly,72.9,0.8662
featured_part_04081,13,MILL_RECTANGULAR_POCKET,16.0,center,0,8.6,37.9,1123.99,27.2,47.3,2,near,24.82,0.9191
featured_part_04052,3,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,14.1,31.5,8462.51,93.0,104.7,1,poly,93.0,0.8729
featured_part_04052,4,MILL_RECTANGULAR_POCKET,12.0,center,0,6.2,37.9,1231.92,33.2,38.1,2,near,33.2,1.0
featured_part_04052,5,MILL_RECTANGULAR_POCKET,12.0,center,0,6.6,37.9,8968.62,94.9,94.9,3,poly,94.9,1.0
featured_part_04052,6,MILL_RECTANGULAR_POCKET,20.0,center,0,11.3,16.8,5959.35,66.4,91.4,4,poly,66.4,1.0
featured_part_04052,7,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,22.2,13156.5,35.8,367.5,0,poly,35.798,1.0
featured_part_04053,3,MILL_RECTANGULAR_POCKET,20.0,center,0,10.7,37.9,20111.28,137.2,147.3,0,poly,137.2,1.0
featured_part_04054,2,MILL_RECTANGULAR_POCKET,15.0,center,0,7.8,37.9,995.27,25.0,41.9,1,near,25.0,1.0001
featured_part_04054,3,MILL_SLOT,22.0,center,0,7.8,37.9,995.27,25.0,41.9,1,near,25.0,1.0001
featured_part_04055,5,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,12.0,28.8,10043.88,83.0,123.4,0,poly,83.0,0.9836
featured_part_04056,5,MILL_RECTANGULAR_POCKET,12.0,center,0,6.4,37.9,6224.97,56.5,110.8,0,poly,56.5,1.0
featured_part_04059,15,MILL_SLOT,6.0,edge,1,3.8,22.6,12747.55,89.5,142.5,0,poly,89.5,1.0
featured_part_04060,3,MILL_RECTANGULAR_POCKET,10.0,center,0,5.1,29.9,23819.47,146.0,163.3,0,poly,146.0,1.0
featured_part_04061,6,MILL_CORNER_NOTCH_RECTANGULAR,6.0,corner,2,4.0,24.5,3393.19,42.8,88.7,2,poly,42.8,0.8946
featured_part_04061,7,MILL_RECTANGULAR_POCKET,10.0,center,0,6.1,34.9,399.74,15.2,28.4,3,near,15.2,1.0001
featured_part_04061,8,MILL_RECTANGULAR_SLOT,32.0,edge,1,0.0,26.3,4516.09,32.9,155.8,1,poly,32.9,0.9265
featured_part_04061,9,MILL_RECTANGULAR_SLOT,32.0,edge,1,0.0,26.3,2549.53,32.9,94.3,0,poly,32.9,0.8942
featured_part_04103,2,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.5,25.9,6153.85,75.1,82.0,0,poly,75.1,1.0
featured_part_04103,3,MILL_RECTANGULAR_POCKET,8.0,center,0,5.7,19.6,18289.16,124.4,147.9,1,poly,124.4,0.9956
featured_part_04104,1,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,10.9,37.9,12606.68,85.7,147.4,0,poly,85.7,1.0
featured_part_04104,2,MILL_SLOT,16.0,edge,1,8.4,37.9,8870.94,71.9,123.8,1,poly,71.9,1.0
featured_part_04105,6,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,9.9,37.9,21937.8,146.1,150.3,0,poly,146.1,1.0
featured_part_04105,7,MILL_SLOT,16.0,edge,1,9.3,37.9,16383.18,110.5,148.6,1,poly,110.5,1.0
featured_part_04106,2,MILL_CORNER_NOTCH_RECTANGULAR,6.0,corner,2,3.6,25.9,2623.76,51.1,51.4,1,poly,51.1,1.0
featured_part_04106,3,MILL_SLOT,8.0,edge,1,4.3,16.2,6067.84,77.3,78.6,0,poly,77.3,1.0
featured_part_04107,3,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.9,25.9,5748.37,73.2,78.6,1,poly,73.2,1.0
featured_part_04107,4,MILL_RECTANGULAR_POCKET,12.0,center,0,6.1,7.8,12024.2,65.1,185.6,2,poly,65.1,0.9978
featured_part_04107,5,MILL_SLOT,20.0,edge,1,12.1,37.6,6087.03,73.3,83.9,0,poly,73.3,1.0
featured_part_04109,9,MILL_RECTANGULAR_POCKET,14.0,center,0,7.1,21.9,24448.51,143.9,170.2,2,poly,143.9,1.0
featured_part_04109,10,MILL_SLOT,6.0,edge,1,3.7,25.9,21282.71,129.1,164.9,0,poly,129.1,1.0
featured_part_04109,11,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,16.4,14515.62,32.1,452.2,1,poly,32.098,1.0
featured_part_04110,4,MILL_SLOT,13.9,edge,1,7.0,11.9,10688.89,98.8,108.4,0,poly,98.8,1.0
featured_part_04111,1,MILL_OPEN_POCKET,6.0,slot,2,0.0,44.0,15916.27,40.6,395.5,0,poly,40.598,0.9912
featured_part_04111,2,MILL_RECTANGULAR_SLOT,40.0,slot,2,0.0,44.0,15916.27,40.6,395.5,0,poly,40.598,0.9912
featured_part_04019,3,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.5,16.0,3625.38,64.3,67.1,2,poly,64.3,0.8411
featured_part_04019,4,MILL_RECTANGULAR_POCKET,16.0,center,0,11.6,37.9,684.8,25.9,30.9,3,near,25.9,1.0002
featured_part_04019,5,MILL_RECTANGULAR_POCKET,16.0,center,0,10.5,37.9,11330.83,74.5,157.7,0,poly,74.5,0.9723
featured_part_04019,6,MILL_RECTANGULAR_POCKET,16.0,center,0,12.3,37.9,8910.02,62.5,151.0,1,poly,62.5,0.9573
featured_part_04021,3,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,5.0,24.8,5427.41,70.1,90.6,0,poly,70.1,0.8553
featured_part_04021,4,MILL_RECTANGULAR_POCKET,16.0,center,0,8.1,37.9,918.29,27.3,35.7,1,near,27.3,1.0001
featured_part_04021,5,MILL_SLOT,6.0,edge,1,3.2,25.9,22798.72,122.4,186.3,2,poly,122.4,1.0
featured_part_04022,10,MILL_RECTANGULAR_POCKET,14.0,center,0,7.2,27.2,5625.38,63.0,97.4,0,near,59.422,0.9235
featured_part_04022,11,MILL_SLOT,14.0,edge,1,8.8,23.4,4995.16,52.0,96.7,1,poly,52.0,1.0
featured_part_04023,13,MILL_OPEN_POCKET,16.0,edge,1,10.9,24.2,7155.35,62.4,130.4,1,poly,62.4,0.8849
featured_part_04023,14,MILL_RECTANGULAR_POCKET,20.0,center,0,12.6,37.9,20276.22,125.0,163.3,0,poly,125.0,1.0
featured_part_04023,15,MILL_RECTANGULAR_POCKET,16.0,center,0,12.0,34.0,929.75,26.6,39.6,3,near,26.6,1.0002
featured_part_04023,16,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,25.0,18600.4,39.3,474.3,2,poly,39.298,0.9979
featured_part_04025,2,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,12.6,37.9,10408.81,88.8,117.6,2,poly,88.8,1.0
featured_part_04025,3,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,41.3,16374.43,35.2,484.6,0,poly,35.198,0.9599
featured_part_04025,4,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,52.9,17494.06,36.1,484.6,1,poly,36.098,1.0
featured_part_04026,3,MILL_CORNER_NOTCH_RECTANGULAR,7.9,corner,2,4.0,14.9,9826.32,95.9,102.5,1,poly,95.9,1.0
featured_part_04026,4,MILL_RECTANGULAR_POCKET,25.0,center,0,14.2,33.7,13656.31,117.0,118.2,0,poly,117.0,1.0
featured_part_04027,2,MILL_RECTANGULAR_POCKET,25.0,center,0,9.7,37.9,4372.07,55.8,79.8,1,near,55.8,1.0
featured_part_04027,3,MILL_RECTANGULAR_POCKET,16.0,center,0,9.7,37.9,4372.07,55.8,79.8,1,near,55.8,1.0
featured_part_04028,3,MILL_RECTANGULAR_POCKET,8.0,center,0,4.3,25.9,7609.32,77.1,98.9,0,poly,77.1,1.0
featured_part_04028,4,MILL_RECTANGULAR_POCKET,18.0,center,0,11.8,33.5,2313.23,26.3,92.5,2,near,26.3,1.0001
featured_part_04028,5,MILL_SLOT,25.4,center,0,11.8,33.5,2313.23,26.3,92.5,2,near,26.3,1.0001
featured_part_04121,4,MILL_RECTANGULAR_POCKET,15.0,center,0,7.7,28.8,11536.49,98.7,117.4,0,poly,98.7,1.0
featured_part_04122,7,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,9.0,7.9,4593.38,49.9,92.4,0,poly,49.9,1.0
featured_part_04122,8,MILL_SLOT,6.0,edge,1,3.4,25.9,5838.38,50.9,118.9,1,poly,50.9,0.9655
featured_part_04123,9,MILL_CORNER_NOTCH_RECTANGULAR,22.0,corner,2,15.0,19.4,8715.66,69.5,126.1,0,poly,69.5,1.0
featured_part_04123,10,MILL_RECTANGULAR_SLOT,22.0,slot,2,0.0,18.8,10227.3,23.7,436.9,1,poly,23.7,0.9877
featured_part_04124,2,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.5,25.9,11045.13,78.7,140.4,0,poly,78.7,1.0
featured_part_04125,7,MILL_OPEN_POCKET,20.0,edge,1,10.6,24.5,12404.04,111.5,113.6,3,poly,100.322,0.983
featured_part_04125,8,MILL_RECTANGULAR_POCKET,10.0,center,0,13.2,37.9,2906.63,37.0,82.6,2,near,37.0,1.0001
featured_part_04125,9,MILL_RECTANGULAR_POCKET,20.0,center,0,13.2,37.9,2906.63,37.0,82.6,2,near,37.0,1.0001
featured_part_04125,10,MILL_RECTANGULAR_SLOT,45.0,slot,2,0.0,11.9,19999.57,48.7,419.7,0,poly,48.7,0.9785
featured_part_04126,6,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,10.6,27.6,9330.48,83.3,112.3,1,poly,83.3,1.0
featured_part_04126,7,MILL_SLOT,6.0,edge,1,3.3,21.3,9268.53,95.6,97.0,0,poly,95.6,1.0
featured_part_04127,11,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,9.2,26.0,5889.74,70.5,83.8,0,poly,70.5,1.0
featured_part_04127,12,MILL_RECTANGULAR_SLOT,45.0,slot,2,0.0,25.2,15931.05,49.4,325.7,1,poly,49.4,0.9901
featured_part_04130,15,MILL_CORNER_NOTCH_RECTANGULAR,16.0,edge,1,10.3,10.7,6519.09,74.9,87.9,2,poly,74.9,0.9936
featured_part_04130,16,MILL_CORNER_NOTCH_RECTANGULAR,16.0,corner,2,9.2,37.9,5105.89,54.0,97.7,1,poly,54.0,0.9711
featured_part_04130,17,MILL_SLOT,16.0,edge,1,9.4,13.7,12747.93,94.5,135.3,0,poly,94.5,1.0
featured_part_04153,5,MILL_SLOT,12.0,edge,1,6.3,16.1,12898.71,101.3,127.5,1,poly,101.3,1.0
featured_part_04153,6,MILL_RECTANGULAR_SLOT,45.0,slot,2,0.0,29.3,21976.86,47.1,466.6,0,poly,47.098,1.0
featured_part_04154,4,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,6.5,37.9,9092.0,95.1,95.7,1,poly,95.1,1.0
featured_part_04154,5,MILL_RECTANGULAR_POCKET,10.0,center,0,5.7,29.9,19826.24,140.6,143.4,2,poly,140.6,0.9847
featured_part_04154,6,MILL_SLOT,8.0,edge,1,4.1,25.9,6342.63,66.7,95.2,3,poly,66.7,1.0
featured_part_04154,7,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,52.9,11178.0,32.4,345.0,0,poly,32.398,1.0
featured_part_04155,3,MILL_RECTANGULAR_SLOT,40.0,slot,2,0.0,26.3,9627.03,41.3,233.1,0,poly,41.298,1.0
featured_part_04156,2,MILL_CORNER_NOTCH_RECTANGULAR,8.0,edge,1,4.3,25.9,13405.42,115.3,116.3,3,poly,115.3,1.0
featured_part_04156,3,MILL_OPEN_POCKET,12.0,slot,2,0.0,33.1,20903.33,46.9,445.7,0,poly,46.898,1.0
featured_part_04156,4,MILL_RECTANGULAR_POCKET,16.0,center,0,8.3,37.9,3552.78,30.2,119.6,2,near,30.2,1.0
featured_part_04156,5,MILL_RECTANGULAR_SLOT,45.0,slot,2,0.0,33.1,20903.33,46.9,445.7,0,poly,46.898,1.0
featured_part_04157,2,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,12.6,27.3,5864.33,73.0,80.8,0,poly,73.0,1.0
featured_part_04157,3,MILL_RECTANGULAR_POCKET,6.0,center,0,3.9,25.9,3167.05,48.7,65.3,2,near,48.7,1.0
featured_part_04157,4,MILL_SLOT,20.0,center,0,3.9,25.9,3167.05,48.7,65.3,2,near,48.7,1.0
featured_part_04158,9,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,14.5,37.9,6093.6,69.6,88.2,0,poly,69.6,1.0
featured_part_04159,9,MILL_SLOT,6.0,edge,1,3.2,25.9,15228.79,86.7,175.7,1,poly,86.7,1.0
featured_part_04159,10,MILL_SLOT,16.0,edge,1,8.2,19.7,17830.44,88.5,201.8,0,poly,88.5,1.0
featured_part_04160,3,MILL_RECTANGULAR_POCKET,6.0,center,0,4.0,25.9,6237.57,64.4,100.0,0,poly,64.4,0.9706
featured_part_04091,5,MILL_OPEN_POCKET,12.0,slot,2,0.0,27.8,6067.2,23.7,256.0,2,poly,23.699,1.0
featured_part_04091,7,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,27.8,6067.2,23.7,256.0,2,poly,23.699,1.0
featured_part_04091,8,MILL_RECTANGULAR_SLOT,20.0,slot,2,0.0,33.0,6272.0,24.5,256.0,4,poly,24.499,1.0
featured_part_04091,9,MILL_RECTANGULAR_SLOT,20.0,edge,1,0.0,16.9,1312.83,21.0,65.748,0,poly,21.0,0.9538
featured_part_04091,10,MILL_RECTANGULAR_SLOT,20.0,edge,1,0.0,16.9,3232.22,21.0,169.948,1,poly,21.0,0.9067
featured_part_04092,7,MILL_RECTANGULAR_POCKET,8.0,center,0,4.9,17.4,29124.39,167.5,174.0,0,poly,167.5,1.0
featured_part_04093,9,MILL_RECTANGULAR_POCKET,20.0,center,0,12.3,33.5,7444.18,79.9,95.7,0,poly,79.9,0.9904
featured_part_04094,5,MILL_CORNER_NOTCH_RECTANGULAR,12.0,corner,2,6.2,20.9,4967.16,64.4,80.7,0,poly,64.4,0.9573
featured_part_04096,5,MILL_CORNER_NOTCH_RECTANGULAR,25.4,edge,1,13.6,8.3,8968.06,68.5,131.5,0,poly,68.5,1.0
featured_part_04097,1,MILL_RECTANGULAR_POCKET,6.0,center,0,3.9,25.9,12212.89,81.9,150.2,0,poly,81.9,0.9939
featured_part_04097,2,MILL_SLOT,20.0,edge,1,14.1,37.9,5972.15,35.3,171.6,1,poly,35.3,1.0
featured_part_04098,5,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,14.3,37.9,6799.0,70.4,97.2,0,poly,70.4,1.0
featured_part_04098,6,MILL_RECTANGULAR_POCKET,12.0,edge,1,4.6,23.9,6259.23,78.0,109.7,1,poly,78.0,0.7323
featured_part_04098,7,MILL_RECTANGULAR_POCKET,20.0,center,0,13.7,37.9,13335.14,91.0,152.3,4,poly,91.0,0.9735
featured_part_04098,8,MILL_SLOT,8.0,center,0,7.3,37.9,1797.42,38.7,56.2,3,near,31.602,0.8442
featured_part_04098,9,MILL_SLOT,12.0,edge,1,7.0,37.9,11383.08,100.3,113.7,2,poly,100.3,1.0
featured_part_04102,3,MILL_CORNER_NOTCH_RECTANGULAR,8.0,corner,2,4.6,25.9,2113.14,41.2,51.4,1,poly,41.2,1.0
featured_part_04102,4,MILL_SLOT,16.0,edge,1,8.1,33.6,4924.48,52.8,93.8,0,poly,52.8,1.0
featured_part_04131,6,MILL_RECTANGULAR_POCKET,20.0,center,0,13.4,37.9,26763.74,144.1,186.8,0,poly,144.1,1.0
featured_part_04131,7,MILL_SLOT,16.0,edge,1,8.8,17.2,13150.72,108.7,122.1,3,poly,104.046,0.9933
featured_part_04131,8,MILL_RECTANGULAR_SLOT,16.0,slot,2,0.0,37.9,10766.61,22.7,474.3,2,poly,22.699,1.0
featured_part_04131,9,MILL_RECTANGULAR_SLOT,32.0,slot,2,0.0,21.8,17217.09,36.3,474.3,1,poly,36.298,1.0
featured_part_04134,2,MILL_CORNER_NOTCH_RECTANGULAR,18.0,corner,2,9.8,18.0,13446.99,116.0,116.1,0,poly,116.0,1.0
featured_part_04135,2,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,10.3,35.4,4914.91,68.2,72.4,2,poly,68.2,1.0
featured_part_04135,3,MILL_RECTANGULAR_POCKET,10.0,center,0,5.5,29.9,1244.65,35.1,36.2,1,near,35.1,1.0
featured_part_04135,4,MILL_SLOT,12.0,center,0,5.5,29.9,1244.65,35.1,36.2,1,near,35.1,1.0
featured_part_04137,3,MILL_CORNER_NOTCH_RECTANGULAR,24.0,edge,1,12.8,7.0,4022.44,55.0,90.8,2,poly,55.0,0.8112
featured_part_04137,4,MILL_RECTANGULAR_POCKET,24.0,center,0,3.1,25.5,2392.95,34.5,69.6,1,near,34.5,1.0
featured_part_04137,5,MILL_RECTANGULAR_POCKET,6.0,center,0,3.1,25.5,2392.95,34.5,69.6,1,near,34.5,1.0
featured_part_04137,6,MILL_RECTANGULAR_POCKET,18.0,center,0,11.2,20.9,936.4,24.8,42.1,3,near,24.8,1.0002
featured_part_04138,1,MILL_CORNER_NOTCH_RECTANGULAR,20.0,corner,2,10.4,37.9,3637.15,56.4,64.9,0,poly,56.4,1.0
featured_part_04138,2,MILL_RECTANGULAR_POCKET,10.0,center,0,5.6,29.9,7300.3,82.7,88.6,1,poly,82.7,1.0
featured_part_04140,6,MILL_RECTANGULAR_POCKET,16.0,center,0,8.1,6.9,13190.14,102.5,130.0,0,poly,102.5,0.9941
featured_part_04141,11,MILL_SLOT,25.4,edge,1,14.0,14.4,9354.5,85.9,113.5,0,poly,85.9,0.9678
featured_part_04142,9,MILL_SLOT,12.0,edge,1,8.0,36.5,9606.78,44.5,216.5,0,poly,44.5,1.0
featured_part_04142,10,MILL_SLOT,12.0,edge,1,6.8,13.1,9123.67,88.6,103.2,1,poly,88.6,1.0
featured_part_04041,13,MILL_RECTANGULAR_SLOT,50.0,slot,2,0.0,41.6,22007.52,54.0,414.8,0,poly,53.997,0.9825
