part_id,num_operations,tool_changes,total_toolpath_time_min,total_cutting_time_min
featured_part_06676,5,3,74.0454,73.8789
featured_part_06677,6,4,9.3065,8.8132
featured_part_06678,12,8,13.8977,13.8719
featured_part_06679,13,10,55.6033,54.1002
featured_part_06680,1,0,11.3445,11.3438
featured_part_06682,22,17,51.9282,51.8462
featured_part_06683,16,12,35.5414,35.4435
featured_part_06685,5,3,47.2346,46.4388
featured_part_06686,5,4,38.2782,37.1825
featured_part_06687,8,3,125.9677,123.5664
featured_part_06688,12,4,78.5813,77.5218
featured_part_06689,3,1,22.0794,22.0579
featured_part_06690,17,4,144.6656,140.6592
featured_part_06691,8,6,66.5381,66.4665
featured_part_06692,5,4,26.1689,26.1221
featured_part_06693,5,4,48.5456,48.5031
featured_part_06695,12,9,29.5952,29.5771
featured_part_06696,10,7,18.2002,18.1178
featured_part_06697,2,0,20.9999,20.9981
featured_part_06698,5,4,35.4408,35.3646
featured_part_06699,17,6,25.3266,25.0256
featured_part_06700,7,5,36.5401,36.4715
featured_part_06701,4,3,16.1095,16.0855
featured_part_06702,10,8,11.9067,11.8427
featured_part_06703,8,3,88.8557,88.6718
featured_part_06704,2,1,72.9156,70.4568
featured_part_06705,16,9,67.9438,67.2327
featured_part_06706,12,6,67.0287,66.8739
featured_part_06708,5,2,37.4218,37.3489
featured_part_06709,14,10,113.851,109.9931
featured_part_06710,7,3,98.6383,94.9075
featured_part_06711,12,8,200.3521,199.036
featured_part_06712,8,4,43.2269,43.1549
featured_part_06713,12,3,36.8145,36.7398
featured_part_06714,2,0,26.8183,26.8155
featured_part_06715,14,5,42.6771,42.5509
featured_part_06716,13,11,96.3687,95.7445
featured_part_06717,16,10,16.8366,16.7441
featured_part_06718,12,3,19.995,19.974
featured_part_06719,6,4,72.4199,72.3776
featured_part_06720,8,6,31.0765,31.0536
featured_part_06721,8,7,74.8,72.1389
featured_part_06723,14,9,31.8259,31.7671
featured_part_06724,6,2,110.3922,110.31
featured_part_06725,9,6,98.9327,98.1244
featured_part_06726,1,0,16.7305,16.73
featured_part_06727,10,4,48.0809,47.9686
featured_part_06728,8,1,38.2118,38.1344
featured_part_06729,5,4,8.6016,8.5747
featured_part_06730,4,3,6.8609,6.7434
featured_part_06731,8,3,69.0879,68.9814
featured_part_06732,12,4,37.9775,37.905
featured_part_06733,2,0,14.7691,14.7688
featured_part_06735,10,7,143.3218,142.8577
featured_part_06736,10,8,22.43,22.3788
featured_part_06737,4,2,78.1585,78.0136
featured_part_06738,16,13,13.6494,13.6071
featured_part_06739,10,3,262.5019,254.2396
featured_part_06741,26,21,174.0922,173.803
featured_part_06742,8,6,105.8475,105.4786
featured_part_06743,10,8,63.0989,63.0191
featured_part_06744,3,2,79.1537,79.0682
featured_part_06745,17,8,70.7577,70.6744
featured_part_06746,16,12,122.1873,117.7943
featured_part_06747,3,0,23.904,23.901
featured_part_06748,6,4,105.6586,100.9848
featured_part_06749,12,8,86.3439,84.1734
featured_part_06750,7,3,38.6224,37.4328
featured_part_06751,10,8,39.5999,39.5027
featured_part_06752,6,3,224.96,224.4821
featured_part_06753,2,1,22.0494,22.0211
featured_part_06754,13,10,106.4327,106.2822
featured_part_06755,13,8,49.0453,49.0119
featured_part_06756,15,9,143.4273,142.731
featured_part_06757,7,6,22.7674,22.7079
featured_part_06758,7,1,87.2285,87.1027
featured_part_06759,9,6,9.5654,9.539
featured_part_06761,10,6,54.1262,54.0479
featured_part_06762,16,7,26.5365,26.4524
featured_part_06763,2,0,14.8972,14.8946
featured_part_06764,9,7,15.2353,15.195
featured_part_06765,11,8,19.451,19.3901
featured_part_06766,5,1,29.7307,29.7039
featured_part_06769,2,1,61.9921,61.8962
featured_part_06770,7,1,109.1006,107.9447
featured_part_06771,7,5,48.6631,48.6529
featured_part_06772,13,10,201.1452,200.9487
featured_part_06773,4,1,24.5255,24.1394
featured_part_06774,13,10,28.846,27.9461
featured_part_06776,3,2,6.041,6.0202
featured_part_06777,9,6,41.7222,40.8435
featured_part_06778,11,6,36.0558,35.9729
featured_part_06779,6,1,56.6259,56.587
featured_part_06780,24,15,42.5269,41.9642
featured_part_06781,11,3,47.6679,47.5464
featured_part_06782,8,5,59.0716,57.8834
featured_part_06783,6,4,29.9248,29.9146
featured_part_06784,1,0,22.9405,22.9384
featured_part_06785,10,2,42.8342,42.1726
featured_part_06786,12,9,58.6512,58.5405
featured_part_06787,6,2,35.0927,35.0814
featured_part_06789,6,4,57.4307,54.9565
featured_part_06790,4,3,58.1395,55.0202
featured_part_06794,7,5,14.1446,14.1178
featured_part_06795,2,1,43.5431,43.4561
featured_part_06797,5,4,7.261,7.2419
featured_part_06798,7,3,14.7966,14.7707
featured_part_06799,2,0,14.6491,14.6471
featured_part_06800,14,11,19.7452,19.0744
featured_part_06801,10,4,38.1444,37.7149
featured_part_06802,5,4,17.8473,17.8372
featured_part_06804,6,5,86.2085,86.0706
featured_part_06805,9,7,45.6241,45.5052
featured_part_06806,14,7,154.8471,154.5365
featured_part_06807,7,5,11.8526,11.8222
featured_part_06808,28,22,62.9663,62.8823
featured_part_06809,3,2,40.8748,39.3411
featured_part_06810,13,6,72.5609,72.4432
featured_part_06811,9,8,40.0997,40.0511
featured_part_06812,9,7,216.0339,210.1973
featured_part_06813,23,13,93.3564,93.1789
featured_part_06814,8,7,104.1356,104.0291
featured_part_06815,8,4,72.2502,69.2675
featured_part_06816,6,4,31.8485,31.5588
featured_part_06817,9,4,25.6278,24.3734
featured_part_06818,2,1,9.4559,8.9837
featured_part_06819,13,10,7.0773,7.0592
featured_part_06820,5,3,18.9017,18.1778
featured_part_06821,14,11,48.8962,48.5649
featured_part_06822,1,0,18.725,18.6976
featured_part_06823,9,4,136.9329,135.8763
featured_part_06824,5,3,19.976,19.4679
featured_part_06825,32,25,310.165,309.7143
featured_part_06826,20,17,231.6583,231.2102
featured_part_06827,5,2,6.3309,6.3104
featured_part_06828,11,6,16.5316,16.5171
featured_part_06829,17,11,72.3714,72.2431
featured_part_06831,10,7,66.4765,65.8482
featured_part_06832,8,2,158.2669,158.1928
featured_part_06833,5,2,53.5499,53.5305
featured_part_06834,8,6,39.599,39.5182
featured_part_06836,10,8,14.0582,14.033
featured_part_06837,7,4,19.6294,19.6194
featured_part_06838,12,10,37.69,36.4136
featured_part_06839,7,3,21.3731,21.3224
featured_part_06841,17,10,83.7007,81.5501
featured_part_06842,12,7,16.0099,15.944
featured_part_06843,9,2,10.9827,10.9286
featured_part_06844,8,5,74.7495,74.6733
featured_part_06845,6,4,140.5406,139.22
featured_part_06846,12,8,21.6934,21.3302
featured_part_06847,8,5,25.0932,25.0496
featured_part_06848,3,2,18.9555,18.9506
featured_part_06849,6,5,38.3219,36.8914
featured_part_06850,7,4,97.7648,97.5682
featured_part_06851,15,8,78.4061,78.3451
featured_part_06852,11,8,33.3324,32.4122
featured_part_06853,12,6,93.0567,90.5399
featured_part_06854,8,5,22.4403,22.4157
featured_part_06855,16,12,27.471,27.3492
featured_part_06856,11,3,70.085,70.0151
featured_part_06857,29,23,63.2613,62.8785
featured_part_06858,14,7,90.3274,90.1654
featured_part_06859,17,5,353.3326,353.027
featured_part_06860,10,8,34.3445,34.2548
featured_part_06861,13,7,40.5803,40.516
featured_part_06862,19,14,69.1078,67.4067
featured_part_06863,3,1,16.2087,16.2054
featured_part_06864,3,1,62.3869,59.861
featured_part_06865,11,5,40.9872,40.3853
featured_part_06866,15,11,29.999,29.8315
featured_part_06867,3,2,11.4363,11.4248
featured_part_06868,11,8,60.064,59.6182
featured_part_06869,7,3,145.0124,141.4041
featured_part_06871,8,5,22.4,22.1583
featured_part_06872,14,9,252.9826,252.7351
featured_part_06873,7,4,48.3964,46.625
featured_part_06874,8,6,32.4217,32.2988
featured_part_06875,7,6,92.4267,92.321
featured_part_06876,5,2,31.7151,31.1853
featured_part_06877,13,8,67.6799,66.4887
featured_part_06878,9,5,18.9718,18.8247
featured_part_06880,4,1,44.7652,44.682
featured_part_06881,2,1,17.1765,17.1743
featured_part_06882,5,3,20.9381,20.9195
featured_part_06885,5,2,97.2958,95.5727
featured_part_06886,17,11,32.7659,32.6709
featured_part_06887,7,5,149.3522,148.5726
featured_part_06888,5,1,71.707,71.559
featured_part_06889,20,15,44.4477,43.2836
featured_part_06890,8,5,34.1603,34.1107
featured_part_06891,9,7,164.9518,164.84
featured_part_06892,17,11,18.103,18.0634
featured_part_06893,4,1,17.8251,17.82
featured_part_06894,10,6,52.4609,52.3206
featured_part_06895,7,3,56.3293,55.8258
featured_part_06896,4,3,26.5264,25.3817
featured_part_06897,1,0,26.3997,26.3535
featured_part_06898,6,4,19.1142,19.0767
featured_part_06899,1,0,0.1204,0.1188
featured_part_06900,20,11,52.7441,52.6157
featured_part_06901,10,7,90.9672,89.4396
featured_part_06902,27,21,53.5978,52.1758
featured_part_06903,17,6,89.6589,89.4911
featured_part_06904,7,3,124.3282,121.2337
featured_part_06905,10,3,73.3174,73.2264
featured_part_06906,6,4,31.7798,31.7701
featured_part_06908,5,2,60.4643,60.3848
featured_part_06909,3,1,30.5601,29.7546
featured_part_06910,6,2,44.631,44.0062
featured_part_06911,13,2,7.5237,7.4834
featured_part_06912,13,10,28.1448,27.1495
featured_part_06913,11,8,50.6985,50.2787
featured_part_06914,5,3,39.9947,39.9615
featured_part_06915,19,12,41.4991,41.4302
featured_part_06916,3,0,52.633,52.6248
featured_part_06918,15,11,35.5858,35.5554
featured_part_06919,4,3,5.0727,5.0675
featured_part_06920,8,2,71.487,71.3908
featured_part_06921,8,6,149.4948,145.4871
featured_part_06922,5,1,41.292,41.2381
featured_part_06923,7,5,57.3242,56.7981
featured_part_06924,8,7,44.6647,44.6108
featured_part_06925,9,5,1.8242,1.804
featured_part_06926,19,14,38.5807,38.3564
featured_part_06927,14,9,97.9909,97.0022
featured_part_06929,4,1,14.7373,14.7311
featured_part_06930,8,6,47.5088,47.4574
featured_part_06931,9,5,41.5147,41.4489
featured_part_06934,10,8,3.4091,3.3912
featured_part_06935,12,9,91.9054,91.7778
featured_part_06936,7,4,44.3628,43.8806
featured_part_06937,11,6,39.2039,38.4853
featured_part_06938,11,7,39.2511,39.1996
featured_part_06941,7,4,46.2811,46.1912
featured_part_06942,12,3,36.2874,34.6869
featured_part_06943,13,10,73.6476,70.7825
featured_part_06944,5,4,154.8453,151.4284
featured_part_06946,14,5,27.9068,27.8393
featured_part_06947,6,4,52.6596,50.5484
featured_part_06948,5,3,13.2932,13.2619
featured_part_06950,3,1,28.6535,28.6275
featured_part_06951,21,16,15.4748,15.3995
featured_part_06952,6,4,59.4865,57.8385
featured_part_06953,4,2,27.9719,27.9353
featured_part_06956,4,3,7.7286,7.7238
featured_part_06957,3,2,16.4504,16.4098
featured_part_06958,17,14,16.4357,16.0124
featured_part_06961,6,4,20.2484,20.0011
featured_part_06963,5,3,22.6297,22.0552
featured_part_06964,27,21,87.4711,87.2698
featured_part_06965,11,9,9.3987,9.0276
featured_part_06966,5,4,27.75,27.4602
featured_part_06967,9,3,49.3422,48.7214
featured_part_06968,9,6,34.1325,32.9209
featured_part_06969,3,2,47.595,46.7604
featured_part_06970,7,2,14.9113,14.6047
featured_part_06972,19,13,298.1746,297.8936
featured_part_06973,11,7,33.0922,33.0137
featured_part_06974,4,1,23.694,23.6823
featured_part_06975,7,5,92.5241,92.4367
featured_part_06976,5,3,39.4034,39.3722
featured_part_06977,10,8,91.5219,91.4437
featured_part_06978,2,1,27.827,27.7714
featured_part_06979,7,5,27.7009,27.6684
featured_part_06980,13,9,190.1114,188.6532
featured_part_06981,12,4,102.916,102.7683
featured_part_06982,14,9,103.3104,103.1474
featured_part_06983,5,3,184.139,182.6355
featured_part_06985,2,1,29.1597,29.1313
featured_part_06986,2,0,42.5437,42.5392
featured_part_06987,3,1,76.8028,76.7549
featured_part_06988,2,0,44.3874,44.3006
featured_part_06989,10,2,217.4301,212.5674
featured_part_06990,11,7,45.161,45.0892
featured_part_06991,15,11,61.2523,61.1245
featured_part_06992,14,7,40.1199,40.0206
featured_part_06993,4,3,120.4135,119.8359
featured_part_06994,9,7,15.0838,15.0693
featured_part_06995,5,4,27.9045,27.8829
featured_part_06996,3,2,15.6062,15.6028
featured_part_06997,7,4,77.9002,76.1916
featured_part_06998,4,3,33.1159,33.1067
featured_part_06999,15,6,33.2073,32.9348
featured_part_07000,11,7,36.2532,36.2331
featured_part_07002,5,2,63.6282,62.8841
featured_part_07003,11,7,83.1285,80.8766
featured_part_07004,7,4,191.7306,190.1735
featured_part_07005,1,0,14.2102,14.2074
featured_part_07006,1,0,5.7289,5.7205
featured_part_07007,6,4,77.4708,74.1339
featured_part_07008,11,8,11.9426,11.9232
featured_part_07009,4,1,45.278,43.4485
featured_part_07010,11,9,18.6216,18.5529
featured_part_07011,18,12,95.0149,94.9015
featured_part_07012,9,5,33.8261,33.6668
featured_part_07013,12,8,29.9491,29.9153
featured_part_07014,13,6,121.6352,120.6012
featured_part_07015,4,2,29.0748,27.8123
featured_part_07016,12,7,84.5407,84.3862
featured_part_07017,17,13,27.677,27.6309
featured_part_07018,12,10,65.8019,65.7205
featured_part_07019,11,6,45.8231,45.765
featured_part_07020,20,13,30.4859,29.6556
featured_part_07022,13,6,48.5708,48.4377
featured_part_07023,6,2,28.8559,28.8362
featured_part_07024,11,5,18.6504,18.4642
featured_part_07025,10,7,37.6332,37.5523
featured_part_07026,6,3,15.1734,15.1589
featured_part_07027,19,14,26.9096,26.8478
featured_part_07028,3,2,91.3369,88.548
featured_part_07029,6,2,95.3333,95.1068
featured_part_07030,7,6,18.9366,18.455
featured_part_07031,12,6,37.8456,37.7108
featured_part_07032,15,7,23.6806,23.4776
featured_part_07033,6,1,4.531,4.5229
featured_part_07034,4,2,81.0565,77.3762
featured_part_07035,15,9,43.2226,42.3819
featured_part_07036,10,5,151.4905,149.558
featured_part_07037,9,5,130.201,129.4768
featured_part_07039,2,1,24.8287,24.7701
featured_part_07041,13,10,40.2866,40.1733
featured_part_07042,2,0,40.9368,40.9318
featured_part_07043,18,11,64.9186,64.1081
featured_part_07044,17,11,41.0894,39.8109
featured_part_07045,16,8,34.0228,33.7016
featured_part_07046,16,5,31.9911,30.4659
featured_part_07047,10,6,14.7437,14.6842
featured_part_07048,11,4,60.9741,59.3794
featured_part_07049,9,4,236.3092,232.3261
featured_part_07050,18,9,40.7412,40.6847
featured_part_07051,2,1,4.3278,4.1195
featured_part_07052,7,4,32.922,32.7977
featured_part_07053,18,13,42.2883,42.242
featured_part_07054,13,4,62.0136,61.6424
featured_part_07055,8,5,70.5123,70.4391
featured_part_07057,2,0,11.133,11.1315
featured_part_07058,8,3,39.319,39.1634
featured_part_07059,10,8,3.5505,3.5333
featured_part_07060,4,3,209.5109,209.3011
featured_part_07061,26,18,44.0177,43.2558
featured_part_07062,14,11,60.6314,59.2561
featured_part_07064,13,9,30.4656,29.1086
featured_part_07065,14,11,148.916,147.7892
featured_part_07066,12,7,70.2843,70.1982
featured_part_07067,13,6,99.9269,98.9648
featured_part_07068,3,2,31.5068,30.4428
featured_part_07069,18,15,57.9248,57.3817
featured_part_07070,7,3,118.1486,115.0147
featured_part_07071,9,7,21.2199,21.1911
featured_part_07072,9,7,184.6799,181.8381
featured_part_07073,14,2,24.1787,24.1587
featured_part_07074,9,6,34.4858,34.4183
featured_part_07075,10,8,35.3527,35.3343
featured_part_07076,2,1,20.6584,19.9388
featured_part_07077,6,5,19.8792,19.8353
featured_part_07079,4,2,39.2437,39.1959
featured_part_07081,2,1,74.8577,74.773
featured_part_07082,9,6,176.8135,175.4872
featured_part_07084,14,8,41.3403,41.3029
featured_part_07085,14,8,98.1295,98.05
featured_part_07086,13,9,26.7146,26.0564
featured_part_07087,8,7,54.0821,54.0085
featured_part_07088,8,6,23.1096,23.0325
featured_part_07090,5,0,42.558,42.0261
featured_part_07091,8,4,160.0684,156.4649
featured_part_07092,6,5,68.1377,68.0753
featured_part_07093,9,4,76.3948,74.9245
featured_part_07094,16,4,87.4745,87.3294
featured_part_07095,6,3,47.3554,45.9618
featured_part_07096,8,3,53.3525,52.2067
featured_part_07097,7,2,23.7079,23.6108
featured_part_07098,3,1,40.5872,39.2377
featured_part_07099,10,7,68.6217,66.734
featured_part_07100,16,11,58.8523,58.4638
featured_part_07101,18,15,40.6189,40.5341
featured_part_07102,3,2,16.7766,16.2836
featured_part_07103,2,1,75.4229,75.3141
featured_part_07104,8,6,198.6901,197.9927
featured_part_07105,7,2,89.6135,89.4914
featured_part_07106,17,4,26.8119,26.0183
featured_part_07107,22,14,120.9869,120.7722
featured_part_07108,23,16,82.129,81.5436
featured_part_07109,8,5,65.9873,65.1397
featured_part_07110,4,2,23.0047,23.0001
featured_part_07111,4,3,31.1814,31.1323
featured_part_07112,26,21,26.4531,26.3705
featured_part_07113,18,11,124.2856,120.8494
featured_part_07114,14,3,21.2812,21.2193
featured_part_07115,8,3,35.3829,34.9423
featured_part_07116,6,3,26.056,26.0209
featured_part_07117,5,4,29.7039,29.3705
featured_part_07118,22,15,58.3915,58.2553
featured_part_07119,12,9,9.489,9.4637
featured_part_07120,6,3,18.261,18.2386
featured_part_07121,2,1,11.0519,10.8206
featured_part_07122,16,12,90.287,89.6849
featured_part_07124,3,0,45.6003,44.9522
featured_part_07125,10,2,76.4919,74.3877
featured_part_07126,5,4,53.9047,53.8054
featured_part_07127,17,14,97.9138,97.171
featured_part_07129,11,7,51.048,50.6477
featured_part_07130,4,1,57.5228,57.4759
featured_part_07131,6,5,32.9848,32.922
featured_part_07132,21,16,7.2113,7.1689
featured_part_07133,12,8,34.042,33.9958
featured_part_07134,6,1,24.4651,24.4318
featured_part_07135,5,3,14.1138,14.0764
featured_part_07136,14,10,56.6838,56.0115
featured_part_07137,15,11,12.149,12.1052
featured_part_07138,10,3,64.0225,63.9622
featured_part_07139,18,13,216.3127,215.9728
featured_part_07140,14,7,191.1569,190.9103
featured_part_07141,7,5,16.7612,16.7152
featured_part_07142,9,8,147.3454,145.7918
featured_part_07143,10,7,40.308,39.6943
featured_part_07144,6,3,60.0305,59.6126
featured_part_07146,4,2,55.9688,55.8603
featured_part_07147,8,6,31.3929,31.3539
featured_part_07148,19,10,122.2805,119.8574
featured_part_07149,3,2,4.5864,4.57
featured_part_07150,4,2,42.8704,42.3671
featured_part_07151,18,11,48.1216,46.6814
featured_part_07152,12,10,20.1647,20.0927
featured_part_07153,16,8,37.5796,37.1548
featured_part_07154,3,2,43.766,43.0155
featured_part_07155,5,1,47.3241,47.3041
featured_part_07156,6,5,71.5113,71.4472
featured_part_07157,4,1,79.709,79.6266
featured_part_07158,15,9,85.1152,84.9147
featured_part_07159,23,18,70.8222,70.7326
featured_part_07160,12,5,46.2988,45.7747
featured_part_07163,10,6,32.4142,32.3329
featured_part_07165,2,1,65.5538,65.5179
featured_part_07166,11,3,40.7279,39.9789
featured_part_07167,5,4,63.4677,60.9714
featured_part_07168,9,7,70.658,70.5601
featured_part_07170,8,6,36.3537,36.2603
featured_part_07171,14,10,54.6178,54.5293
featured_part_07172,11,6,58.4931,56.441
featured_part_07173,10,7,26.7683,26.6581
featured_part_07175,17,13,29.9378,29.9152
featured_part_07176,10,4,161.8,156.4261
featured_part_07177,9,6,47.1536,46.2192
featured_part_07179,2,1,43.2286,43.1483
featured_part_07180,10,8,134.7567,134.5843
featured_part_07182,5,2,82.325,82.1957
featured_part_07183,7,3,19.617,19.2676
featured_part_07184,5,4,35.9036,35.8666
featured_part_07185,12,8,51.0927,50.2243
featured_part_07186,7,3,59.5837,58.9644
featured_part_07187,11,9,13.9984,13.9805
featured_part_07188,17,10,16.8127,16.6932
featured_part_07189,16,6,99.8738,99.6448
featured_part_07190,22,15,33.772,33.0816
featured_part_07191,7,4,49.8152,49.1977
featured_part_07192,9,5,67.3367,66.7051
featured_part_07193,13,8,19.251,19.161
featured_part_07194,5,3,67.1896,65.356
featured_part_07195,6,1,110.2633,108.9675
featured_part_07197,18,9,123.9019,123.6968
featured_part_07198,15,10,122.3176,120.3796
featured_part_07200,13,11,111.6498,107.5683
featured_part_07201,14,3,21.9689,21.4317
featured_part_07202,9,7,107.4867,107.3744
featured_part_07203,4,2,61.4633,58.5974
featured_part_07204,5,4,84.3841,84.2236
featured_part_07205,11,7,78.3744,76.7743
featured_part_07206,4,1,11.5218,11.4675
featured_part_07207,13,10,51.6774,51.2077
featured_part_07208,14,8,53.8721,53.704
featured_part_07209,9,5,41.3026,40.3249
featured_part_07210,8,6,23.2648,23.2369
featured_part_07211,6,5,16.9128,16.8832
featured_part_07212,6,4,15.2961,15.2871
featured_part_07214,8,6,20.706,20.6478
featured_part_07215,8,6,36.5494,36.4748
featured_part_07216,16,13,13.5106,13.4646
featured_part_07217,5,1,48.1505,46.9947
featured_part_07218,9,8,188.361,186.4464
featured_part_07219,5,3,218.8134,218.6895
featured_part_07220,2,0,18.0088,18.0061
featured_part_07221,8,5,108.677,108.515
featured_part_07224,12,8,14.227,13.976
featured_part_07225,14,10,115.2809,115.1612
featured_part_07226,12,9,102.5493,99.0655
featured_part_07227,12,8,12.4712,12.413
featured_part_07228,9,3,34.4984,34.4278
featured_part_07229,4,1,83.6176,81.0097
featured_part_07230,12,6,50.6658,50.2019
featured_part_07231,11,3,31.9977,31.9118
featured_part_07232,7,2,78.7132,78.6313
featured_part_07233,14,8,56.6209,56.52
featured_part_07234,8,4,25.4743,25.4436
featured_part_07235,16,8,152.6018,149.063
featured_part_07236,12,9,19.4785,19.3616
featured_part_07237,7,5,15.7494,15.7196
featured_part_07239,6,3,90.7273,90.5856
featured_part_07241,6,4,73.3707,73.3015
featured_part_07242,10,6,82.2992,82.2079
featured_part_07243,4,2,20.738,20.6763
featured_part_07245,2,0,52.7862,51.6266
featured_part_07246,15,10,46.7825,46.156
featured_part_07247,6,5,21.476,21.4454
featured_part_07249,6,5,30.8514,30.8004
featured_part_07251,4,2,30.0763,29.0874
featured_part_07253,6,3,36.9882,36.8386
featured_part_07254,3,2,108.2606,107.53
featured_part_07255,14,9,180.9597,179.327
featured_part_07256,23,18,56.1174,56.0405
featured_part_07257,10,8,79.5923,79.1787
featured_part_07258,13,10,114.137,113.951
featured_part_07259,15,9,38.1908,38.1122
featured_part_07261,24,15,95.4158,92.5592
featured_part_07262,7,2,53.9067,53.8494
featured_part_07263,5,4,12.5637,12.2158
featured_part_07264,6,5,7.8203,7.8019
featured_part_07265,5,2,47.9129,47.8654
featured_part_07266,11,3,118.4176,116.7056
featured_part_07267,16,11,8.1055,7.7517
featured_part_07269,15,10,27.4336,27.1797
featured_part_07271,5,2,23.5212,23.4924
featured_part_07272,6,5,63.9772,63.9445
featured_part_07273,10,5,37.0844,37.02
featured_part_07275,7,5,85.9838,85.9107
featured_part_07276,17,11,128.1171,126.4902
featured_part_07277,10,5,26.6088,26.5304
featured_part_07278,3,1,31.7769,31.7583
featured_part_07279,21,15,74.4146,73.8286
featured_part_07280,19,14,96.129,95.8948
featured_part_07281,9,5,45.16,45.0617
featured_part_07282,3,2,24.2193,24.1602
featured_part_07283,22,13,64.8609,64.7088
featured_part_07284,9,7,55.667,55.6121
featured_part_07286,3,1,31.3782,31.324
featured_part_07287,6,5,57.2072,57.1109
featured_part_07288,14,8,57.6191,56.5617
featured_part_07289,6,2,71.945,71.8589
featured_part_07290,7,2,61.9713,61.8888
featured_part_07291,6,1,73.2563,73.1372
featured_part_07292,8,6,60.1635,60.1043
featured_part_07293,5,4,8.6995,8.6827
featured_part_07294,2,1,9.5959,9.1176
featured_part_07295,10,7,39.9941,39.8946
featured_part_07296,16,12,90.776,89.2305
featured_part_07297,9,2,20.9889,20.9258
featured_part_07298,19,8,148.8065,148.4789
featured_part_07299,12,8,192.65,192.5111
featured_part_07300,10,3,28.694,28.653
featured_part_07301,10,4,97.7183,96.6024
featured_part_07302,14,9,41.0593,40.9585
featured_part_07303,6,4,36.5867,35.7954
featured_part_07304,14,3,25.4119,25.352
featured_part_07305,9,5,45.0589,44.987
featured_part_07306,15,10,44.2683,43.1424
featured_part_07307,3,1,39.1001,39.0261
featured_part_07308,5,2,53.4991,53.3952
featured_part_07309,8,3,91.4734,91.2738
featured_part_07310,7,6,48.597,48.4861
featured_part_07312,20,10,50.4387,50.3694
featured_part_07313,7,4,33.4795,33.4633
featured_part_07314,4,0,27.5943,27.5908
featured_part_07315,4,1,34.8211,34.8152
featured_part_07316,7,4,25.066,24.9879
featured_part_07317,19,12,134.2318,133.9368
featured_part_07318,12,3,53.6767,53.6116
featured_part_07319,11,7,9.3161,9.2697
featured_part_07320,2,0,13.8061,13.8055
featured_part_07321,9,7,90.2583,88.0206
featured_part_07323,8,2,22.2723,21.3595
featured_part_07324,9,5,41.7633,41.7305
featured_part_07325,8,4,62.9399,61.9623
featured_part_07326,12,3,61.905,61.3267
featured_part_07327,9,3,91.7623,91.7158
featured_part_07329,16,5,153.559,153.3134
featured_part_07331,14,9,100.2822,99.6262
featured_part_07335,5,3,79.2881,79.1767
featured_part_07336,7,2,84.8392,84.2361
featured_part_07337,6,5,44.539,44.0828
featured_part_07338,8,6,7.0765,7.0526
featured_part_07339,11,8,68.7872,68.6935
featured_part_07340,7,5,27.0537,26.2509
featured_part_07341,7,6,64.5305,64.3426
featured_part_07342,11,8,132.7168,128.7368
featured_part_07343,12,7,51.992,51.5943
featured_part_07344,20,14,133.0533,129.6062
featured_part_07345,11,6,188.3571,186.4592
featured_part_07346,8,6,1.9769,1.964
featured_part_07347,13,6,43.7228,42.8702
featured_part_07348,15,5,63.2836,62.6256
featured_part_07349,5,4,176.7051,175.9313
featured_part_07350,12,8,47.2629,47.2003
featured_part_07351,10,6,56.4794,56.3915
featured_part_07352,15,11,50.3586,49.2443
featured_part_07353,1,0,11.6267,11.6072
featured_part_07354,13,6,89.933,89.784
featured_part_07355,5,2,12.5009,12.1643
featured_part_07356,11,7,32.3796,32.3635
featured_part_07357,5,2,105.407,105.3171
featured_part_07358,13,4,71.8851,71.7986
featured_part_07359,12,5,58.8208,58.2224
featured_part_07361,6,5,33.0864,33.0546
featured_part_07362,9,6,27.3034,27.289
featured_part_07363,9,7,2.8278,2.8121
featured_part_07366,16,11,90.1893,90.0797
featured_part_07367,12,7,55.6203,55.5669
featured_part_07368,8,6,6.7846,6.7495
featured_part_07369,13,9,80.7475,80.6137
featured_part_07370,7,3,153.4818,153.3137
featured_part_07371,12,5,112.3225,112.1282
featured_part_07372,12,7,93.5754,93.342
featured_part_07373,12,6,77.4908,74.6111
featured_part_07374,5,3,24.8247,24.7784
featured_part_07376,11,9,38.5715,37.917
featured_part_07377,7,5,56.2886,56.2163
featured_part_07378,7,2,31.9612,31.6456
featured_part_07379,10,7,15.811,15.7567
featured_part_07380,4,3,63.2275,60.7042
featured_part_07381,10,2,78.5182,78.3888
featured_part_07382,10,9,68.4448,67.8443
featured_part_07383,7,4,20.5634,20.5525
featured_part_07384,9,8,148.4418,148.2207
featured_part_07385,10,7,281.8107,281.5615
featured_part_07386,3,1,20.5663,20.5619
featured_part_07387,18,9,102.799,102.5381
featured_part_07388,10,8,3.7442,3.727
featured_part_07389,15,11,317.1397,316.7417
featured_part_07390,12,6,21.2599,21.0585
featured_part_07391,20,4,43.3872,43.3066
featured_part_07392,6,3,37.2788,35.501
featured_part_07393,34,28,108.5525,108.2912
featured_part_07394,4,1,10.6058,10.5771
featured_part_07395,4,2,42.201,42.124
featured_part_07396,5,1,103.0854,102.9445
featured_part_07397,5,2,21.4016,21.344
featured_part_07398,5,4,36.922,35.5633
featured_part_07399,6,2,41.9611,41.9167
featured_part_07400,7,5,25.9304,25.9179
featured_part_07401,7,6,111.9369,111.8082
featured_part_07402,10,4,63.4967,62.6571
featured_part_07403,4,3,69.2047,66.3911
